Reference_Data_ID;Product_ID;Pricing_Parameter_Value;Product_Description;Pricing_Parameter_Type_ID;Pricing_Parameter_Type_Name;Pricing_Parameter_ID;Pricing_Parameter_Name;Reference_Data_Type;Reference_Data_Name;Valid_From;Valid_To
985;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Bassel Al-Assad International Airport;2018-01-01;9999-12-31
986;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Fairbanks International Airport;2018-01-01;9999-12-31
986;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Fairbanks International Airport;2018-01-01;9999-12-31
987;1;1;Temperature only;4;Airport;4;Low risk;Airport;Ted Stevens Anchorage International Airport;2018-01-01;9999-12-31
987;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Ted Stevens Anchorage International Airport;2018-01-01;9999-12-31
988;1;1;Temperature only;4;Airport;4;Low risk;Airport;Antonio B. Won Pat International Airport;2018-01-01;9999-12-31
988;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Antonio B. Won Pat International Airport;2018-01-01;9999-12-31
989;1;1;Temperature only;4;Airport;4;Low risk;Airport;Laguindingan Airport;2018-01-01;9999-12-31
989;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Laguindingan Airport;2018-01-01;9999-12-31
990;1;1;Temperature only;4;Airport;4;Low risk;Airport;Daniel K Inouye International Airport;2018-01-01;9999-12-31
990;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Daniel K Inouye International Airport;2018-01-01;9999-12-31
991;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Hamad International Airport;2018-01-01;9999-12-31
991;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Hamad International Airport;2018-01-01;9999-12-31
992;1;2;Temperature only;4;Airport;22;High risk;Airport;Kinmen Airport;2018-01-01;9999-12-31
992;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Kinmen Airport;2018-01-01;9999-12-31
993;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kaohsiung International Airport;2018-01-01;9999-12-31
993;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kaohsiung International Airport;2018-01-01;9999-12-31
994;1;2;Temperature only;4;Airport;22;High risk;Airport;Taiwan Taoyuan International Airport;2018-01-01;9999-12-31
994;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Taiwan Taoyuan International Airport;2018-01-01;9999-12-31
995;1;1;Temperature only;4;Airport;4;Low risk;Airport;Narita International Airport;2018-01-01;9999-12-31
995;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Narita International Airport;2018-01-01;9999-12-31
996;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kansai International Airport;2018-01-01;9999-12-31
996;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kansai International Airport;2018-01-01;9999-12-31
997;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;New Chitose Airport;2018-01-01;9999-12-31
997;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;New Chitose Airport;2018-01-01;9999-12-31
998;1;1;Temperature only;4;Airport;4;Low risk;Airport;Fukuoka Airport;2018-01-01;9999-12-31
998;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Fukuoka Airport;2018-01-01;9999-12-31
999;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kagoshima Airport;2018-01-01;9999-12-31
999;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kagoshima Airport;2018-01-01;9999-12-31
1000;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Chubu Centrair International Airport;2018-01-01;9999-12-31
1000;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Chubu Centrair International Airport;2018-01-01;9999-12-31
1001;1;2;Temperature only;4;Airport;22;High risk;Airport;Mt. Fuji Shizuoka Airport;2018-01-01;9999-12-31
1001;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Mt. Fuji Shizuoka Airport;2018-01-01;9999-12-31
1002;1;1;Temperature only;4;Airport;4;Low risk;Airport;Osaka International Airport;2018-01-01;9999-12-31
1002;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Osaka International Airport;2018-01-01;9999-12-31
1003;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tokyo Haneda International Airport;2018-01-01;9999-12-31
1003;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tokyo Haneda International Airport;2018-01-01;9999-12-31
1004;1;1;Temperature only;4;Airport;4;Low risk;Airport;Yokota Air Base;2018-01-01;9999-12-31
1004;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Yokota Air Base;2018-01-01;9999-12-31
1005;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Muan International Airport;2018-01-01;9999-12-31
1005;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Muan International Airport;2018-01-01;9999-12-31
1006;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kunsan Air Base;2018-01-01;9999-12-31
1006;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kunsan Air Base;2018-01-01;9999-12-31
1007;1;1;Temperature only;4;Airport;4;Low risk;Airport;Jeju International Airport;2018-01-01;9999-12-31
1007;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Jeju International Airport;2018-01-01;9999-12-31
1008;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Gimhae International Airport;2018-01-01;9999-12-31
1008;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Gimhae International Airport;2018-01-01;9999-12-31
1009;1;2;Temperature only;4;Airport;22;High risk;Airport;Incheon International Airport;2018-01-01;9999-12-31
1009;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Incheon International Airport;2018-01-01;9999-12-31
1010;1;1;Temperature only;4;Airport;4;Low risk;Airport;Osan Air Base;2018-01-01;9999-12-31
1010;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Osan Air Base;2018-01-01;9999-12-31
1011;1;1;Temperature only;4;Airport;4;Low risk;Airport;Gimpo International Airport;2018-01-01;9999-12-31
1011;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Gimpo International Airport;2018-01-01;9999-12-31
1012;1;1;Temperature only;4;Airport;4;Low risk;Airport;Cheongju International Airport/Cheongju Air Base (K-59/G-513);2018-01-01;9999-12-31
1012;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Cheongju International Airport/Cheongju Air Base (K-59/G-513);2018-01-01;9999-12-31
1013;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Naha Airport;2018-01-01;9999-12-31
1013;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Naha Airport;2018-01-01;9999-12-31
1014;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Kadena Air Base;2018-01-01;9999-12-31
1014;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Kadena Air Base;2018-01-01;9999-12-31
1015;1;1;Temperature only;4;Airport;4;Low risk;Airport;Clark International Airport;2018-01-01;9999-12-31
1015;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Clark International Airport;2018-01-01;9999-12-31
1016;1;1;Temperature only;4;Airport;4;Low risk;Airport;Ninoy Aquino International Airport;2018-01-01;9999-12-31
1016;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Ninoy Aquino International Airport;2018-01-01;9999-12-31
1017;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Francisco Bangoy International Airport;2018-01-01;9999-12-31
1017;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Francisco Bangoy International Airport;2018-01-01;9999-12-31
1018;1;2;Temperature only;4;Airport;22;High risk;Airport;Mactan Cebu International Airport;2018-01-01;9999-12-31
1018;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Mactan Cebu International Airport;2018-01-01;9999-12-31
1019;1;2;Temperature only;4;Airport;22;High risk;Airport;Grozny North Airport;2018-01-01;9999-12-31
1019;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Grozny North Airport;2018-01-01;9999-12-31
1020;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Ministro Pistarini International Airport;2018-01-01;9999-12-31
1020;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Ministro Pistarini International Airport;2018-01-01;9999-12-31
1021;1;1;Temperature only;4;Airport;4;Low risk;Airport;Val de Cans/Júlio Cezar Ribeiro International Airport;2018-01-01;9999-12-31
1021;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Val de Cans/Júlio Cezar Ribeiro International Airport;2018-01-01;9999-12-31
1022;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Presidente Juscelino Kubistschek International Airport;2018-01-01;9999-12-31
1022;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Presidente Juscelino Kubistschek International Airport;2018-01-01;9999-12-31
1023;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tancredo Neves International Airport;2018-01-01;9999-12-31
1023;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tancredo Neves International Airport;2018-01-01;9999-12-31
1024;1;1;Temperature only;4;Airport;4;Low risk;Airport;Afonso Pena Airport;2018-01-01;9999-12-31
1024;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Afonso Pena Airport;2018-01-01;9999-12-31
1025;1;1;Temperature only;4;Airport;4;Low risk;Airport;Hercílio Luz International Airport;2018-01-01;9999-12-31
1025;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Hercílio Luz International Airport;2018-01-01;9999-12-31
1026;1;1;Temperature only;4;Airport;4;Low risk;Airport;Rio Galeão – Tom Jobim International Airport;2018-01-01;9999-12-31
1026;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Rio Galeão – Tom Jobim International Airport;2018-01-01;9999-12-31
1027;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Guarulhos - Governador André Franco Montoro International Airport;2018-01-01;9999-12-31
1027;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Guarulhos - Governador André Franco Montoro International Airport;2018-01-01;9999-12-31
1028;1;2;Temperature only;4;Airport;22;High risk;Airport;Governador Aluízio Alves International Airport;2018-01-01;9999-12-31
1028;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Governador Aluízio Alves International Airport;2018-01-01;9999-12-31
1029;1;1;Temperature only;4;Airport;4;Low risk;Airport;Congonhas Airport;2018-01-01;9999-12-31
1029;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Congonhas Airport;2018-01-01;9999-12-31
1030;1;2;Temperature only;4;Airport;22;High risk;Airport;Deputado Luiz Eduardo Magalhães International Airport;2018-01-01;9999-12-31
1030;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Deputado Luiz Eduardo Magalhães International Airport;2018-01-01;9999-12-31
1031;1;1;Temperature only;4;Airport;4;Low risk;Airport;Comodoro Arturo Merino Benítez International Airport;2018-01-01;9999-12-31
1031;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Comodoro Arturo Merino Benítez International Airport;2018-01-01;9999-12-31
1032;1;1;Temperature only;4;Airport;4;Low risk;Airport;Cotopaxi International Airport;2018-01-01;9999-12-31
1032;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Cotopaxi International Airport;2018-01-01;9999-12-31
1033;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Mariscal Sucre International Airport;2018-01-01;9999-12-31
1033;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Mariscal Sucre International Airport;2018-01-01;9999-12-31
1034;1;1;Temperature only;4;Airport;4;Low risk;Airport;El Dorado International Airport;2018-01-01;9999-12-31
1034;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;El Dorado International Airport;2018-01-01;9999-12-31
1035;1;1;Temperature only;4;Airport;4;Low risk;Airport;Jorge Chávez International Airport;2018-01-01;9999-12-31
1035;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Jorge Chávez International Airport;2018-01-01;9999-12-31
1036;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Alejandro Velasco Astete International Airport;2018-01-01;9999-12-31
1036;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Alejandro Velasco Astete International Airport;2018-01-01;9999-12-31
1037;1;2;Temperature only;4;Airport;22;High risk;Airport;Carrasco International /General C L Berisso Airport;2018-01-01;9999-12-31
1037;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Carrasco International /General C L Berisso Airport;2018-01-01;9999-12-31
1038;1;1;Temperature only;4;Airport;4;Low risk;Airport;General José Antonio Anzoategui International Airport;2018-01-01;9999-12-31
1038;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;General José Antonio Anzoategui International Airport;2018-01-01;9999-12-31
1039;1;1;Temperature only;4;Airport;4;Low risk;Airport;Simón Bolívar International Airport;2018-01-01;9999-12-31
1039;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Simón Bolívar International Airport;2018-01-01;9999-12-31
1040;1;1;Temperature only;4;Airport;4;Low risk;Airport;Pointe-à-Pitre Le Raizet;2018-01-01;9999-12-31
1040;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Pointe-à-Pitre Le Raizet;2018-01-01;9999-12-31
1041;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Luis Munoz Marin International Airport;2018-01-01;9999-12-31
1041;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Luis Munoz Marin International Airport;2018-01-01;9999-12-31
1042;1;1;Temperature only;4;Airport;4;Low risk;Airport;Enfidha - Hammamet International Airport;2018-01-01;9999-12-31
1042;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Enfidha - Hammamet International Airport;2018-01-01;9999-12-31
1043;1;1;Temperature only;4;Airport;4;Low risk;Airport;Princess Juliana International Airport;2018-01-01;9999-12-31
1043;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Princess Juliana International Airport;2018-01-01;9999-12-31
1044;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Almaty Airport;2018-01-01;9999-12-31
1044;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Almaty Airport;2018-01-01;9999-12-31
1045;1;2;Temperature only;4;Airport;22;High risk;Airport;Astana International Airport;2018-01-01;9999-12-31
1045;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Astana International Airport;2018-01-01;9999-12-31
1046;1;1;Temperature only;4;Airport;4;Low risk;Airport;Manas International Airport;2018-01-01;9999-12-31
1046;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Manas International Airport;2018-01-01;9999-12-31
1047;1;1;Temperature only;4;Airport;4;Low risk;Airport;Sary-Arka Airport;2018-01-01;9999-12-31
1047;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Sary-Arka Airport;2018-01-01;9999-12-31
1048;1;1;Temperature only;4;Airport;4;Low risk;Airport;Heydar Aliyev International Airport;2018-01-01;9999-12-31
1048;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Heydar Aliyev International Airport;2018-01-01;9999-12-31
1049;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Zvartnots International Airport;2018-01-01;9999-12-31
1049;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Zvartnots International Airport;2018-01-01;9999-12-31
1050;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Tbilisi International Airport;2018-01-01;9999-12-31
1050;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Tbilisi International Airport;2018-01-01;9999-12-31
1051;1;1;Temperature only;4;Airport;4;Low risk;Airport;Khabarovsk-Novy Airport;2018-01-01;9999-12-31
1051;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Khabarovsk-Novy Airport;2018-01-01;9999-12-31
1052;1;1;Temperature only;4;Airport;4;Low risk;Airport;Boryspil International Airport;2018-01-01;9999-12-31
1052;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Boryspil International Airport;2018-01-01;9999-12-31
1053;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Donetsk International Airport;2018-01-01;9999-12-31
1053;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Donetsk International Airport;2018-01-01;9999-12-31
1054;1;2;Temperature only;4;Airport;22;High risk;Airport;Simferopol International Airport;2018-01-01;9999-12-31
1054;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Simferopol International Airport;2018-01-01;9999-12-31
1055;1;2;Temperature only;4;Airport;22;High risk;Airport;Kharkiv International Airport;2018-01-01;9999-12-31
1055;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Kharkiv International Airport;2018-01-01;9999-12-31
1056;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Odessa International Airport;2018-01-01;9999-12-31
1056;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Odessa International Airport;2018-01-01;9999-12-31
1057;1;1;Temperature only;4;Airport;4;Low risk;Airport;Pulkovo Airport;2018-01-01;9999-12-31
1057;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Pulkovo Airport;2018-01-01;9999-12-31
1058;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Minsk National Airport;2018-01-01;9999-12-31
1058;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Minsk National Airport;2018-01-01;9999-12-31
1059;1;1;Temperature only;4;Airport;4;Low risk;Airport;Yemelyanovo Airport;2018-01-01;9999-12-31
1059;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Yemelyanovo Airport;2018-01-01;9999-12-31
1060;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tolmachevo Airport;2018-01-01;9999-12-31
1060;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tolmachevo Airport;2018-01-01;9999-12-31
1061;1;1;Temperature only;4;Airport;4;Low risk;Airport;Rostov-on-Don Airport;2018-01-01;9999-12-31
1061;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Rostov-on-Don Airport;2018-01-01;9999-12-31
1062;1;1;Temperature only;4;Airport;4;Low risk;Airport;Sochi International Airport;2018-01-01;9999-12-31
1062;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Sochi International Airport;2018-01-01;9999-12-31
1063;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Koltsovo Airport;2018-01-01;9999-12-31
1063;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Koltsovo Airport;2018-01-01;9999-12-31
1064;1;2;Temperature only;4;Airport;22;High risk;Airport;Tashkent International Airport;2018-01-01;9999-12-31
1064;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Tashkent International Airport;2018-01-01;9999-12-31
1065;1;1;Temperature only;4;Airport;4;Low risk;Airport;Zhukovsky International Airport;2018-01-01;9999-12-31
1065;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Zhukovsky International Airport;2018-01-01;9999-12-31
1066;1;2;Temperature only;4;Airport;22;High risk;Airport;Domodedovo International Airport;2018-01-01;9999-12-31
1066;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Domodedovo International Airport;2018-01-01;9999-12-31
1067;1;1;Temperature only;4;Airport;4;Low risk;Airport;Sheremetyevo International Airport;2018-01-01;9999-12-31
1067;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Sheremetyevo International Airport;2018-01-01;9999-12-31
1068;1;1;Temperature only;4;Airport;4;Low risk;Airport;Chkalovskiy Airport;2018-01-01;9999-12-31
1068;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Chkalovskiy Airport;2018-01-01;9999-12-31
1069;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Vnukovo International Airport;2018-01-01;9999-12-31
1069;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Vnukovo International Airport;2018-01-01;9999-12-31
1070;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kazan International Airport;2018-01-01;9999-12-31
1070;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kazan International Airport;2018-01-01;9999-12-31
1071;1;1;Temperature only;4;Airport;4;Low risk;Airport;Ufa International Airport;2018-01-01;9999-12-31
1071;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Ufa International Airport;2018-01-01;9999-12-31
1072;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Kurumoch International Airport;2018-01-01;9999-12-31
1072;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Kurumoch International Airport;2018-01-01;9999-12-31
1073;1;2;Temperature only;4;Airport;22;High risk;Airport;Chhatrapati Shivaji International Airport;2018-01-01;9999-12-31
1073;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Chhatrapati Shivaji International Airport;2018-01-01;9999-12-31
1074;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dabolim Airport;2018-01-01;9999-12-31
1074;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dabolim Airport;2018-01-01;9999-12-31
1075;1;1;Temperature only;4;Airport;4;Low risk;Airport;Bandaranaike International Colombo Airport;2018-01-01;9999-12-31
1075;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Bandaranaike International Colombo Airport;2018-01-01;9999-12-31
1076;1;1;Temperature only;4;Airport;4;Low risk;Airport;Mattala Rajapaksa International Airport;2018-01-01;9999-12-31
1076;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Mattala Rajapaksa International Airport;2018-01-01;9999-12-31
1077;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Phnom Penh International Airport;2018-01-01;9999-12-31
1077;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Phnom Penh International Airport;2018-01-01;9999-12-31
1078;1;1;Temperature only;4;Airport;4;Low risk;Airport;Siem Reap International Airport;2018-01-01;9999-12-31
1078;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Siem Reap International Airport;2018-01-01;9999-12-31
1079;1;1;Temperature only;4;Airport;4;Low risk;Airport;Netaji Subhash Chandra Bose International Airport;2018-01-01;9999-12-31
1079;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Netaji Subhash Chandra Bose International Airport;2018-01-01;9999-12-31
1080;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Chek Lap Kok International Airport;2018-01-01;9999-12-31
1080;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Chek Lap Kok International Airport;2018-01-01;9999-12-31
1081;1;2;Temperature only;4;Airport;22;High risk;Airport;Sri Guru Ram Dass Jee International Airport;2018-01-01;9999-12-31
1081;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Sri Guru Ram Dass Jee International Airport;2018-01-01;9999-12-31
1082;1;1;Temperature only;4;Airport;4;Low risk;Airport;Indira Gandhi International Airport;2018-01-01;9999-12-31
1082;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Indira Gandhi International Airport;2018-01-01;9999-12-31
1083;1;1;Temperature only;4;Airport;4;Low risk;Airport;Macau International Airport;2018-01-01;9999-12-31
1083;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Macau International Airport;2018-01-01;9999-12-31
1084;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kempegowda International Airport;2018-01-01;9999-12-31
1084;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kempegowda International Airport;2018-01-01;9999-12-31
1085;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Cochin International Airport;2018-01-01;9999-12-31
1085;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Cochin International Airport;2018-01-01;9999-12-31
1086;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Calicut International Airport;2018-01-01;9999-12-31
1086;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Calicut International Airport;2018-01-01;9999-12-31
1087;1;1;Temperature only;4;Airport;4;Low risk;Airport;Rajiv Gandhi International Airport;2018-01-01;9999-12-31
1087;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Rajiv Gandhi International Airport;2018-01-01;9999-12-31
1088;1;1;Temperature only;4;Airport;4;Low risk;Airport;Chennai International Airport;2018-01-01;9999-12-31
1088;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Chennai International Airport;2018-01-01;9999-12-31
1089;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Trivandrum International Airport;2018-01-01;9999-12-31
1089;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Trivandrum International Airport;2018-01-01;9999-12-31
1090;1;2;Temperature only;4;Airport;22;High risk;Airport;Malé International Airport;2018-01-01;9999-12-31
1090;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Malé International Airport;2018-01-01;9999-12-31
1091;1;2;Temperature only;4;Airport;22;High risk;Airport;Don Mueang International Airport;2018-01-01;9999-12-31
1091;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Don Mueang International Airport;2018-01-01;9999-12-31
1092;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Suvarnabhumi Airport;2018-01-01;9999-12-31
1092;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Suvarnabhumi Airport;2018-01-01;9999-12-31
1093;1;1;Temperature only;4;Airport;4;Low risk;Airport;Chiang Mai International Airport;2018-01-01;9999-12-31
1093;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Chiang Mai International Airport;2018-01-01;9999-12-31
1094;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Phuket International Airport;2018-01-01;9999-12-31
1094;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Phuket International Airport;2018-01-01;9999-12-31
1095;1;1;Temperature only;4;Airport;4;Low risk;Airport;Da Nang International Airport;2018-01-01;9999-12-31
1095;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Da Nang International Airport;2018-01-01;9999-12-31
1096;1;1;Temperature only;4;Airport;4;Low risk;Airport;Noi Bai International Airport;2018-01-01;9999-12-31
1096;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Noi Bai International Airport;2018-01-01;9999-12-31
1097;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tan Son Nhat International Airport;2018-01-01;9999-12-31
1097;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tan Son Nhat International Airport;2018-01-01;9999-12-31
1098;1;1;Temperature only;4;Airport;4;Low risk;Airport;Mandalay International Airport;2018-01-01;9999-12-31
1098;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Mandalay International Airport;2018-01-01;9999-12-31
1099;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Yangon International Airport;2018-01-01;9999-12-31
1099;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Yangon International Airport;2018-01-01;9999-12-31
1100;1;2;Temperature only;4;Airport;22;High risk;Airport;Hasanuddin International Airport;2018-01-01;9999-12-31
1100;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Hasanuddin International Airport;2018-01-01;9999-12-31
1101;1;1;Temperature only;4;Airport;4;Low risk;Airport;Ngurah Rai (Bali) International Airport;2018-01-01;9999-12-31
1101;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Ngurah Rai (Bali) International Airport;2018-01-01;9999-12-31
1102;1;2;Temperature only;4;Airport;22;High risk;Airport;Juanda International Airport;2018-01-01;9999-12-31
1102;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Juanda International Airport;2018-01-01;9999-12-31
1103;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dominique Edward Osok Airport;2018-01-01;9999-12-31
1103;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dominique Edward Osok Airport;2018-01-01;9999-12-31
1104;1;1;Temperature only;4;Airport;4;Low risk;Airport;Brunei International Airport;2018-01-01;9999-12-31
